 61 3067.417388 1.857E-22 2.473E+01.04400.068 1463.04310.75-.006135    0 0 1 1 1F1    0 0 0 1 1F2    6F1 46         5F2  3     332333332329 1 1 1    39.0   33.0
 61 3067.434984 4.265E-24 8.680E-01.03200.054 1432.52400.75-.006135    0 0 1 1 1F1    0 0 0 1 1F2    5E  34         4E   2     332333332329 1 1 1    22.0   18.0
 61 3067.505459 1.168E-24 4.794E-01.03900.062 1694.63170.75-.006135    0 1 1 0 1F2    0 1 0 0 1E     6F1 78         5F2  7     332333332329 1 1 1    39.0   33.0
 61 3067.507142 6.553E-24 6.135E-02.04700.065 1095.61910.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F1 45        14F2  2     344332453638 7 1 7    93.0   87.0
 61 3067.511204 8.531E-24 7.987E-02.04700.065 1095.63200.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   15F2 44        14F1  1     344332453638 7 1 7    93.0   87.0
 61 3067.529295 9.893E-26 4.874E-04.04700.065  949.84290.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F1 45        13F2  1     334332453638 7 1 7    87.0   81.0
 61 3067.530933 3.629E-23 1.792E-01.04700.065  950.30480.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F2 46        13F1  3     344332453638 7 1 7    87.0   81.0
 61 3067.534430 3.894E-24 9.482E-01.04500.100 1692.28960.75-.006135    0 1 1 0 1F1    0 1 0 0 1E     6A2 25         5A1  2     332333332329 1 1 1    65.0   55.0
 61 3067.544351 1.563E-24 7.417E-04.05500.078  219.91340.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    6E  18         6E   1     344332453638 7 1 7    26.0   26.0
 61 3067.552823 8.478E-24 2.682E-03.06200.078  219.94110.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    6F2 28         6F1  1     344332453638 7 1 7    39.0   39.0
 61 3067.557140 1.178E-28 1.037E-05.04500.060 1593.04830.61-.006100    0 1 0 1 1F2    0 0 0 0 1A1   18F2 47        17F1  2     334332403638 7 1 7   111.0  105.0
 61 3067.589107 4.743E-25 7.859E-02.04700.089 1311.43150.75-.006135    0 2 0 1 1F1    0 0 0 1 1F2    1A1  4         1A2  1     332333332329 1 1 1    15.0   15.0
 61 3067.627589 2.270E-25 6.973E-02.04500.058 1976.39770.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20A2 16        19A1  1     434332403638 7 1 7   205.0  195.0
 61 3067.630711 4.035E-23 7.660E-03.05900.078  219.94510.70-.006100    0 2 0 0 1A1    0 0 0 0 1A1    6A2  9         6A1  1     344332453638 7 1 7    65.0   65.0
 61 3067.639300 6.218E-23 1.240E+01.03200.054 1462.70760.75-.006135    0 0 1 1 1F1    0 0 0 1 1F2    6E  32         5E   2     332333332329 1 1 1    26.0   22.0
 61 3067.690931 1.496E-26 7.666E-03.04400.058 1976.57420.60-.006100    0 1 0 1 1F1    0 0 0 0 1A1   20F2 49        19F1  4     334332403638 7 1 7   123.0  117.0
